,Population
167777,T-cells
167788,T-cells
167797,T-cells
167801,Monocytes
167808,T-cells
167827,T-cells
167838,T-cells
167842,T-cells
167846,B-cells
167849,Other_cells
167853,T-cells
167860,T-cells
167884,T-cells
167904,T-cells
167922,T-cells
167924,T-cells
167940,T-cells
167956,T-cells
167970,T-cells
167972,B-cells
167978,T-cells
167984,T-cells
167985,Monocytes
167998,B-cells
168000,T-cells
168014,T-cells
168028,T-cells
168034,B-cells
168042,Monocytes
168057,Other_cells
168062,Monocytes
168066,T-cells
168087,Monocytes
168096,T-cells
168101,Other_cells
168121,T-cells
168122,B-cells
168126,T-cells
168134,Other_cells
168135,T-cells
168149,T-cells
168153,T-cells
168169,B-cells
168175,B-cells
168177,T-cells
168178,T-cells
168181,T-cells
168185,T-cells
168211,B-cells
168215,B-cells
168233,T-cells
168236,T-cells
168242,T-cells
168244,T-cells
168270,T-cells
168283,T-cells
168293,T-cells
168294,T-cells
168297,T-cells
168317,T-cells
168326,Other_cells
168334,T-cells
168339,B-cells
168340,T-cells
168345,T-cells
168347,Monocytes
168349,T-cells
168365,T-cells
168377,T-cells
168387,T-cells
168397,B-cells
168398,T-cells
168402,B-cells
168416,T-cells
168420,Monocytes
168421,Monocytes
168423,Other_cells
168426,Other_cells
168446,B-cells
168455,B-cells
168461,T-cells
168477,T-cells
168481,Monocytes
168486,T-cells
168490,B-cells
168508,B-cells
168509,B-cells
168511,T-cells
168528,Other_cells
168530,T-cells
168531,T-cells
168532,T-cells
168535,T-cells
168537,T-cells
168556,B-cells
168567,T-cells
168568,Monocytes
168570,T-cells
168580,B-cells
168586,T-cells
168606,Other_cells
168610,T-cells
168612,Other_cells
168621,T-cells
168626,T-cells
168629,T-cells
168632,T-cells
168645,T-cells
168653,T-cells
168669,T-cells
168679,T-cells
168697,B-cells
168701,Other_cells
168704,B-cells
168743,T-cells
168749,Monocytes
168750,T-cells
168752,T-cells
168764,T-cells
168767,T-cells
168769,T-cells
168775,Other_cells
168785,T-cells
168787,T-cells
168790,T-cells
168794,Other_cells
168814,T-cells
168820,T-cells
168833,T-cells
168844,T-cells
168846,T-cells
168858,T-cells
168859,T-cells
168908,Monocytes
168913,B-cells
168916,T-cells
168920,T-cells
168921,T-cells
168926,Monocytes
168929,B-cells
168940,Monocytes
168971,T-cells
168973,T-cells
168975,T-cells
168989,B-cells
168991,T-cells
169002,T-cells
169017,T-cells
169027,T-cells
169039,T-cells
169040,T-cells
169044,T-cells
169047,B-cells
169052,T-cells
169060,T-cells
169074,B-cells
169076,T-cells
169082,T-cells
169083,T-cells
169089,B-cells
169090,T-cells
169108,T-cells
169112,B-cells
169114,B-cells
169121,T-cells
169165,T-cells
169175,T-cells
169176,T-cells
169178,T-cells
169190,T-cells
169228,T-cells
169232,T-cells
169235,T-cells
169238,T-cells
169244,B-cells
169245,Monocytes
169246,Monocytes
169258,B-cells
169264,T-cells
169268,T-cells
169281,B-cells
169285,Monocytes
169292,T-cells
169298,B-cells
169302,T-cells
169348,Monocytes
169352,T-cells
169357,T-cells
169364,Monocytes
169375,T-cells
169383,Other_cells
169385,B-cells
169388,T-cells
169398,B-cells
169410,T-cells
169411,B-cells
169415,Monocytes
169417,T-cells
169432,T-cells
169440,T-cells
169451,T-cells
169456,B-cells
169479,T-cells
169495,Other_cells
169526,B-cells
169533,T-cells
169534,T-cells
169538,T-cells
169542,T-cells
169547,T-cells
169553,T-cells
169556,B-cells
169565,T-cells
169567,Monocytes
169577,T-cells
169590,Other_cells
169598,Monocytes
169613,T-cells
169618,Monocytes
169621,T-cells
169628,T-cells
169631,Monocytes
169638,B-cells
169640,T-cells
169644,T-cells
169648,T-cells
169650,T-cells
169664,T-cells
169672,T-cells
169676,Monocytes
169677,T-cells
169678,Monocytes
169685,T-cells
169686,T-cells
169694,T-cells
169703,T-cells
169704,T-cells
169705,Other_cells
169710,T-cells
169716,Other_cells
169730,Other_cells
169739,T-cells
169748,T-cells
169749,T-cells
169768,Monocytes
169777,T-cells
169779,T-cells
169781,T-cells
169798,T-cells
169805,T-cells
169808,T-cells
169814,Monocytes
169816,T-cells
169831,T-cells
169839,T-cells
169842,Monocytes
169850,B-cells
169855,T-cells
169865,T-cells
169867,T-cells
169890,B-cells
169893,Other_cells
169901,T-cells
169921,T-cells
169928,B-cells
169935,B-cells
169937,B-cells
169938,Other_cells
169939,Other_cells
169945,T-cells
169950,T-cells
169952,B-cells
169954,Other_cells
169956,T-cells
169958,T-cells
169959,T-cells
169978,Monocytes
169989,T-cells
169990,T-cells
169996,T-cells
170005,T-cells
170012,T-cells
170037,T-cells
170059,T-cells
170066,T-cells
170069,B-cells
170071,T-cells
170090,Other_cells
170095,B-cells
170102,B-cells
170110,T-cells
170115,T-cells
170116,T-cells
170130,Other_cells
170135,T-cells
170138,T-cells
170140,Other_cells
170151,T-cells
170153,Monocytes
170154,T-cells
170168,T-cells
170173,T-cells
170193,T-cells
170198,T-cells
170217,B-cells
170218,T-cells
170224,B-cells
170230,Other_cells
170238,T-cells
170244,T-cells
170246,Other_cells
170248,Other_cells
170270,T-cells
170279,T-cells
170284,T-cells
170300,B-cells
170312,T-cells
170315,Monocytes
170318,B-cells
170319,T-cells
170329,T-cells
170348,Other_cells
170362,T-cells
170364,T-cells
170369,T-cells
170375,Monocytes
170395,T-cells
170403,T-cells
170414,T-cells
170422,Monocytes
170426,T-cells
170427,Monocytes
170439,T-cells
170443,T-cells
170445,T-cells
170451,B-cells
170452,Monocytes
170457,Monocytes
170468,Other_cells
170492,T-cells
170493,T-cells
170518,T-cells
170523,T-cells
170536,T-cells
170546,T-cells
170552,B-cells
170563,Monocytes
170569,Monocytes
170570,T-cells
170574,T-cells
170575,T-cells
170586,T-cells
170588,Monocytes
170596,Monocytes
170597,T-cells
170604,T-cells
170612,B-cells
170641,T-cells
170653,T-cells
170657,B-cells
170670,B-cells
170683,Monocytes
170688,T-cells
170693,B-cells
170697,B-cells
170700,Other_cells
170704,T-cells
170707,T-cells
170709,T-cells
170711,T-cells
170713,B-cells
170715,T-cells
170716,Monocytes
170717,T-cells
170722,T-cells
170725,T-cells
170747,T-cells
170772,B-cells
170786,Other_cells
170787,Monocytes
170790,T-cells
170792,T-cells
170797,Monocytes
170798,Monocytes
170822,B-cells
170826,T-cells
170833,T-cells
170834,B-cells
170845,B-cells
170846,T-cells
170847,T-cells
170866,T-cells
170909,T-cells
170917,T-cells
170927,T-cells
170931,Monocytes
170941,T-cells
170942,B-cells
170950,T-cells
170951,Monocytes
170977,T-cells
170982,T-cells
170988,T-cells
171002,T-cells
171012,B-cells
171013,T-cells
171020,T-cells
171025,T-cells
171029,T-cells
171032,B-cells
171034,T-cells
171042,B-cells
171050,T-cells
171061,T-cells
171065,T-cells
171067,T-cells
171069,T-cells
171107,T-cells
171108,T-cells
171112,T-cells
171114,T-cells
171119,B-cells
171143,Monocytes
171145,Other_cells
171154,B-cells
171163,T-cells
171174,Monocytes
171179,B-cells
171182,T-cells
171192,T-cells
171198,T-cells
171199,Monocytes
171205,T-cells
171212,T-cells
171213,B-cells
171216,T-cells
171220,T-cells
171230,T-cells
171244,T-cells
171245,B-cells
171249,T-cells
171270,T-cells
171295,Other_cells
171296,T-cells
171318,T-cells
171320,T-cells
171336,T-cells
171343,T-cells
171347,Monocytes
171370,T-cells
171372,T-cells
171387,B-cells
171398,T-cells
171399,T-cells
171402,B-cells
171411,T-cells
171433,Other_cells
171440,T-cells
171457,T-cells
171461,T-cells
171469,Other_cells
171481,T-cells
171495,T-cells
171496,B-cells
171505,T-cells
171523,T-cells
171555,B-cells
171556,B-cells
171580,T-cells
171626,Other_cells
171648,T-cells
171650,Monocytes
171659,Monocytes
171669,T-cells
171672,B-cells
171676,T-cells
171690,T-cells
171691,Monocytes
171693,Monocytes
171698,T-cells
171702,Monocytes
171707,T-cells
171716,T-cells
171717,T-cells
171719,Monocytes
171736,T-cells
171766,T-cells
171769,T-cells
171784,Monocytes
171786,T-cells
171789,T-cells
171809,T-cells
171814,B-cells
171845,B-cells
171859,Monocytes
171868,T-cells
171879,Monocytes
171881,T-cells
171886,B-cells
171888,T-cells
171891,T-cells
171898,T-cells
171903,B-cells
171919,B-cells
171921,T-cells
171925,T-cells
171940,Monocytes
171942,B-cells
171952,Other_cells
171957,T-cells
171964,Other_cells
171966,T-cells
171969,T-cells
171970,T-cells
171975,T-cells
171986,T-cells
171989,T-cells
171994,T-cells
171997,T-cells
172002,T-cells
172003,T-cells
172006,T-cells
172013,T-cells
172019,T-cells
172030,B-cells
172032,B-cells
172037,Monocytes
172041,T-cells
172059,T-cells
172064,Monocytes
172069,T-cells
172089,Monocytes
172093,T-cells
172104,Other_cells
172129,T-cells
172136,T-cells
172138,T-cells
172139,B-cells
172140,Other_cells
172147,T-cells
172152,B-cells
172153,Other_cells
172159,Other_cells
172165,T-cells
172175,B-cells
172187,T-cells
172190,Monocytes
172191,Monocytes
172193,T-cells
172200,T-cells
172201,T-cells
172206,T-cells
172209,T-cells
172210,T-cells
172213,B-cells
172215,T-cells
172222,B-cells
172224,T-cells
172236,T-cells
172240,T-cells
172269,B-cells
172271,T-cells
172276,B-cells
172290,Monocytes
172292,T-cells
172294,T-cells
172297,Other_cells
172313,Other_cells
172316,T-cells
172333,T-cells
172339,Monocytes
172352,T-cells
172355,T-cells
172357,T-cells
172358,T-cells
172366,B-cells
172411,B-cells
172419,T-cells
172421,T-cells
172422,T-cells
172428,B-cells
172433,T-cells
172434,T-cells
172438,T-cells
172443,Monocytes
172449,Other_cells
172451,B-cells
172459,B-cells
172462,T-cells
172465,Other_cells
172471,T-cells
172473,B-cells
172481,Monocytes
172486,T-cells
172503,T-cells
172513,T-cells
172534,Monocytes
172544,T-cells
172545,T-cells
172551,Monocytes
172571,B-cells
172573,T-cells
172595,B-cells
172600,Other_cells
172601,T-cells
172606,T-cells
172607,B-cells
172611,T-cells
172619,B-cells
172623,T-cells
172624,B-cells
172639,Other_cells
172647,T-cells
172649,T-cells
172653,Monocytes
172654,B-cells
172657,T-cells
172659,T-cells
172677,B-cells
172687,T-cells
172696,Monocytes
172697,B-cells
172698,Monocytes
172701,B-cells
172711,T-cells
172728,T-cells
172730,Monocytes
172733,B-cells
172742,Other_cells
172748,Monocytes
172749,B-cells
172750,Other_cells
172760,B-cells
172764,B-cells
172765,T-cells
172767,B-cells
172769,T-cells
172779,T-cells
172780,T-cells
172796,T-cells
172799,T-cells
172825,B-cells
172830,T-cells
172844,Monocytes
172845,Monocytes
172852,B-cells
172856,T-cells
172865,T-cells
172879,T-cells
172890,B-cells
172896,T-cells
172907,T-cells
172918,Monocytes
172920,T-cells
172936,T-cells
172948,Monocytes
172953,T-cells
172971,T-cells
172977,T-cells
172982,B-cells
172986,T-cells
173002,T-cells
173013,T-cells
173017,T-cells
173020,T-cells
173022,T-cells
173029,B-cells
173039,T-cells
173042,T-cells
173043,T-cells
173051,T-cells
173057,B-cells
173080,T-cells
173087,T-cells
173088,B-cells
173096,Other_cells
173100,T-cells
173116,T-cells
173122,T-cells
173129,B-cells
173130,B-cells
173135,T-cells
173136,Monocytes
173141,T-cells
173155,B-cells
173158,T-cells
173161,T-cells
173189,T-cells
173197,T-cells
173203,T-cells
173204,Monocytes
173216,Other_cells
173220,Monocytes
173246,T-cells
173252,T-cells
173258,T-cells
173261,T-cells
173269,T-cells
173272,Monocytes
173279,B-cells
173296,T-cells
173311,T-cells
173320,B-cells
173322,T-cells
173328,T-cells
173336,T-cells
173342,T-cells
173353,Monocytes
173354,T-cells
173395,T-cells
173397,Monocytes
173409,T-cells
173422,Monocytes
173429,T-cells
173445,T-cells
173453,Monocytes
173468,T-cells
173479,T-cells
173496,T-cells
173511,B-cells
173525,T-cells
173526,B-cells
173537,T-cells
173539,Other_cells
173555,B-cells
173562,T-cells
173569,T-cells
173572,B-cells
173579,Other_cells
173589,B-cells
173601,T-cells
173602,T-cells
173603,Monocytes
173615,Monocytes
173616,T-cells
173638,T-cells
173640,T-cells
173641,B-cells
173656,T-cells
173659,T-cells
173670,T-cells
173673,T-cells
173675,T-cells
173676,T-cells
173688,B-cells
173690,B-cells
173691,T-cells
173699,T-cells
173712,T-cells
173724,T-cells
173730,T-cells
173743,B-cells
173747,T-cells
173748,B-cells
173754,Monocytes
173764,T-cells
173789,T-cells
173797,B-cells
173800,Monocytes
173812,Other_cells
173815,B-cells
173816,T-cells
173823,Other_cells
173827,T-cells
173834,Other_cells
173837,T-cells
173850,T-cells
173851,T-cells
173873,Other_cells
173874,T-cells
173876,T-cells
173883,Other_cells
173889,T-cells
173895,Other_cells
173902,T-cells
173913,T-cells
173915,B-cells
173942,Monocytes
173950,T-cells
173959,T-cells
173964,Other_cells
173975,B-cells
173977,Monocytes
173978,Other_cells
173986,B-cells
174001,Other_cells
174013,T-cells
174036,B-cells
174067,B-cells
174070,T-cells
174080,T-cells
174082,Other_cells
174126,T-cells
174149,T-cells
174157,T-cells
174161,T-cells
174162,T-cells
174170,T-cells
174177,T-cells
174180,Monocytes
174183,T-cells
174197,T-cells
174198,Monocytes
174203,T-cells
174216,T-cells
174218,T-cells
174228,T-cells
174232,B-cells
174234,T-cells
174235,B-cells
174247,Other_cells
174250,T-cells
174266,T-cells
174267,T-cells
174269,T-cells
174272,T-cells
174277,T-cells
174286,T-cells
174291,T-cells
174296,B-cells
174302,T-cells
174306,T-cells
174308,Monocytes
174322,T-cells
174329,T-cells
174331,T-cells
174333,T-cells
174334,Monocytes
174337,T-cells
174344,B-cells
174361,Monocytes
174373,T-cells
174378,Monocytes
174384,T-cells
174390,B-cells
174396,T-cells
174397,Monocytes
174405,T-cells
174407,T-cells
174414,Monocytes
174417,T-cells
174426,B-cells
174449,B-cells
174454,T-cells
174462,Monocytes
174464,B-cells
174473,T-cells
174495,B-cells
174513,T-cells
174525,T-cells
174527,Monocytes
174532,T-cells
174536,T-cells
174537,T-cells
174542,T-cells
174548,Other_cells
174562,T-cells
174563,Other_cells
174575,T-cells
174582,T-cells
174584,B-cells
174585,T-cells
174594,T-cells
174596,T-cells
174599,T-cells
174609,T-cells
174649,T-cells
174652,T-cells
174660,B-cells
174662,B-cells
174663,Other_cells
174675,T-cells
174685,T-cells
174687,T-cells
174708,T-cells
174710,T-cells
174717,B-cells
174720,B-cells
174734,B-cells
174735,T-cells
174739,T-cells
174748,B-cells
174751,T-cells
174752,T-cells
174761,T-cells
174763,Other_cells
174786,B-cells
174789,T-cells
174790,T-cells
174792,T-cells
174800,T-cells
174804,T-cells
174810,Other_cells
174815,Other_cells
174817,T-cells
174843,T-cells
174847,Monocytes
174855,T-cells
174861,T-cells
174872,T-cells
174873,T-cells
174893,T-cells
174894,T-cells
174899,B-cells
174914,Monocytes
174928,B-cells
174930,T-cells
174931,T-cells
174935,T-cells
174945,T-cells
174948,B-cells
174962,T-cells
174964,Monocytes
174966,T-cells
174983,T-cells
174984,T-cells
174990,T-cells
174993,B-cells
174997,T-cells
175005,T-cells
175010,T-cells
175014,Other_cells
175034,T-cells
175044,B-cells
175055,T-cells
175056,T-cells
175058,B-cells
175065,T-cells
175067,B-cells
175068,T-cells
175076,T-cells
175091,T-cells
175105,T-cells
175109,T-cells
175111,T-cells
175114,T-cells
175115,T-cells
175120,B-cells
175122,T-cells
175129,T-cells
175148,T-cells
175150,B-cells
175152,B-cells
175156,B-cells
175159,B-cells
175163,T-cells
175169,B-cells
175211,Other_cells
175214,T-cells
175224,T-cells
175230,B-cells
175246,Monocytes
175247,T-cells
175251,T-cells
175256,T-cells
175260,Other_cells
175285,T-cells
175302,T-cells
175312,T-cells
175316,T-cells
175319,B-cells
175322,T-cells
175334,Other_cells
175345,T-cells
175351,T-cells
175353,B-cells
175381,T-cells
175389,Monocytes
175393,Other_cells
175394,Other_cells
175397,B-cells
175415,T-cells
175424,B-cells
175428,T-cells
175431,T-cells
175437,B-cells
175449,T-cells
175492,T-cells
175511,B-cells
175512,T-cells
175532,Monocytes
175538,T-cells
175547,T-cells
175557,T-cells
175560,T-cells
175574,T-cells
175578,T-cells
175584,B-cells
175587,T-cells
175590,B-cells
175605,T-cells
175612,Other_cells
175617,T-cells
175621,Other_cells
175623,B-cells
175636,T-cells
175645,T-cells
175652,T-cells
175655,T-cells
175657,B-cells
175664,Monocytes
175666,T-cells
175667,T-cells
175676,T-cells
175688,T-cells
175692,T-cells
175694,T-cells
175695,T-cells
175701,T-cells
175703,T-cells
175704,T-cells
175707,T-cells
175710,Other_cells
175717,B-cells
175725,B-cells
175731,T-cells
175737,T-cells
175740,B-cells
175746,B-cells
175748,T-cells
175758,T-cells
175767,B-cells
175789,T-cells
175803,T-cells
175804,T-cells
175822,T-cells
175825,T-cells
175828,B-cells
175830,T-cells
175833,T-cells
175847,T-cells
175866,T-cells
175870,T-cells
175872,Other_cells
175885,T-cells
175886,B-cells
175900,T-cells
175905,B-cells
175911,T-cells
175925,T-cells
175929,B-cells
175939,T-cells
175955,Other_cells
175969,T-cells
175971,B-cells
175972,Other_cells
175979,T-cells
175982,B-cells
175994,T-cells
176000,T-cells
176006,T-cells
176010,T-cells
176012,B-cells
176017,Other_cells
176039,Monocytes
176046,T-cells
176050,T-cells
176054,T-cells
176064,T-cells
176081,T-cells
176084,T-cells
176094,Other_cells
176100,T-cells
176115,T-cells
176128,T-cells
176139,T-cells
176143,T-cells
176157,T-cells
176158,T-cells
176163,T-cells
176179,T-cells
176183,T-cells
176184,T-cells
176190,T-cells
176199,T-cells
176200,T-cells
176217,Monocytes
176219,Monocytes
176234,T-cells
176236,T-cells
176240,T-cells
176242,B-cells
176245,B-cells
176251,B-cells
176262,B-cells
176263,B-cells
176269,B-cells
176272,Other_cells
176277,T-cells
176284,T-cells
176292,B-cells
176297,B-cells
176302,T-cells
176306,Other_cells
176307,T-cells
176310,T-cells
176317,T-cells
176322,T-cells
176331,T-cells
176344,T-cells
176349,T-cells
176351,Other_cells
176356,Other_cells
176360,T-cells
176367,B-cells
176380,B-cells
176395,T-cells
176402,T-cells
176403,B-cells
176416,T-cells
176418,T-cells
176452,T-cells
176455,T-cells
176465,Other_cells
176477,T-cells
176481,T-cells
176488,Other_cells
176501,T-cells
176508,T-cells
176519,T-cells
176523,Other_cells
176530,T-cells
176538,B-cells
176542,T-cells
176551,T-cells
176565,B-cells
176573,T-cells
176590,Other_cells
176592,T-cells
176596,T-cells
176599,T-cells
176600,T-cells
176608,Monocytes
176629,T-cells
176637,T-cells
176641,T-cells
176660,Other_cells
176666,B-cells
176673,T-cells
176680,Monocytes
176699,T-cells
176702,T-cells
176704,Other_cells
176705,Other_cells
176712,T-cells
176715,T-cells
176730,Monocytes
176732,B-cells
176735,T-cells
176745,T-cells
176757,T-cells
176769,T-cells
176772,T-cells
176773,T-cells
176780,T-cells
176781,T-cells
176783,B-cells
176797,T-cells
176804,T-cells
176812,B-cells
176813,T-cells
176817,T-cells
176830,T-cells
176834,T-cells
176840,T-cells
176842,T-cells
176854,B-cells
176858,B-cells
176863,T-cells
176878,Monocytes
176894,Other_cells
176897,Monocytes
176899,T-cells
176901,T-cells
176904,T-cells
176905,T-cells
176920,T-cells
176939,Other_cells
176943,B-cells
176960,T-cells
176968,T-cells
176979,T-cells
176984,T-cells
176996,T-cells
176998,T-cells
177001,T-cells
177014,T-cells
177019,T-cells
177023,Monocytes
177050,T-cells
